Description	NES_A549	NES_Calu-3	NES_HepG2	NES_U937	p.adjust_A549	p.adjust_Calu-3	p.adjust_HepG2	p.adjust_U937
regulation of pattern recognition receptor signaling pathway	2.69305926343246	2.55783277201931	NA	1.85025767695576	1.04536256323777e-09	6.64354322305229e-10	NA	1.46739434762695e-05
negative regulation of mitotic cell cycle phase transition	2.69233089489272	NA	NA	2.20610268526462	1.04536256323777e-09	NA	NA	1.2732421875e-09
regulation of translational initiation	2.69041713175518	2.39520631197732	NA	1.91211876776072	1.04536256323777e-09	7.0378665389903e-08	NA	0.000121241866969722
double-strand break repair via homologous recombination	2.689842442426	NA	NA	2.13048353936286	1.04536256323777e-09	NA	NA	1.2732421875e-09
mitotic cell cycle checkpoint signaling	2.68932282208218	NA	NA	2.15592468046271	1.04536256323777e-09	NA	NA	4.54281230900909e-09
regulation of proteasomal protein catabolic process	2.68897432354961	2.51295962240887	-1.533431025625	1.8766041745396	1.04536256323777e-09	6.64354322305229e-10	0.00527233599603657	2.47643789339313e-06
regulation of cell cycle G1/S phase transition	2.68879486752814	2.02886505461617	NA	2.08632567152133	1.04536256323777e-09	4.87589631840646e-07	NA	2.01723357928694e-09
regulation of DNA-templated transcription elongation	2.68864491283479	1.89364069016405	NA	2.32143030185982	1.04536256323777e-09	0.000107636514974888	NA	1.45787953216435e-09
regulation of innate immune response	2.68722594598129	2.63858337659011	NA	1.92134214686314	1.04536256323777e-09	6.64354322305229e-10	NA	1.2732421875e-09
intracellular protein transport	2.68216127440349	2.69134910268452	-1.57578779365176	2.06402528720572	1.04536256323777e-09	6.64354322305229e-10	5.25265269245003e-06	1.2732421875e-09
positive regulation of protein metabolic process	2.68184360863049	2.71591770979784	-1.89494809461981	1.90055021282749	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
regulation of post-translational protein modification	2.68001333642808	2.41692367531875	-1.87304700326349	1.87716022017528	1.04536256323777e-09	6.64354322305229e-10	7.22491679210749e-07	1.36081785358592e-07
protein localization to nucleus	2.67884653188218	2.37757750376402	-1.44393306835038	2.18274056957951	1.04536256323777e-09	6.64354322305229e-10	0.0104039421245583	1.2732421875e-09
DNA-templated transcription initiation	2.67851263636184	2.17147011535038	NA	2.14800276195204	1.04536256323777e-09	4.18971383839155e-09	NA	1.2732421875e-09
positive regulation of intracellular transport	2.6767552377022	2.18848936881761	NA	1.97465635979253	1.04536256323777e-09	4.68479114871586e-08	NA	2.75742061278654e-06
pattern recognition receptor signaling pathway	2.67500755781917	2.45459137520317	NA	1.82511745793229	1.04536256323777e-09	6.64354322305229e-10	NA	1.01208300726617e-06
regulation of protein modification process	2.66881929405066	2.69407457454873	-1.76363166655332	1.85687497132431	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
regulation of catalytic activity	2.66649860929334	2.78187230894218	-1.76254065540221	1.78535901522801	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
regulation of viral life cycle	2.66378074605254	2.52774167304905	NA	1.5976286971083	1.04536256323777e-09	6.64354322305229e-10	NA	0.00649970259167247
activation of innate immune response	2.66270038734339	2.40681419124531	NA	1.87888250898137	1.04536256323777e-09	6.64354322305229e-10	NA	1.44803841000574e-08
regulation of double-strand break repair	2.65897705517546	1.53685704370022	NA	2.20495484809468	1.04536256323777e-09	0.00905241461278318	NA	1.2732421875e-09
regulation of protein-containing complex assembly	2.65518800858396	2.38007266446653	-1.91809917135705	1.98747038051497	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
G1/S transition of mitotic cell cycle	2.65421489716905	2.0163049175089	NA	2.19678672709251	1.04536256323777e-09	1.70955548322639e-07	NA	1.2732421875e-09
membrane organization	2.65403663815319	2.81765311986839	-1.7253397608867	1.94701180457332	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
positive regulation of protein localization	2.65241770182259	2.71191664353687	-1.76177946294529	1.99792727050709	1.04536256323777e-09	6.64354322305229e-10	6.78377125711376e-08	1.2732421875e-09
organophosphate biosynthetic process	2.65206371775181	2.69354243270682	NA	2.01174876313389	1.04536256323777e-09	6.64354322305229e-10	NA	1.2732421875e-09
positive regulation of DNA repair	2.64997814419528	1.77744981649056	NA	2.18958563156415	1.04536256323777e-09	0.000394283805140958	NA	6.37882674166902e-09
negative regulation of intrinsic apoptotic signaling pathway	2.64950629270345	2.40247009693854	NA	1.82550503904	1.04536256323777e-09	4.19721275028692e-09	NA	0.000247618849944671
nucleic acid transport	2.64806772716291	2.03058705328703	NA	2.28035098421411	1.04536256323777e-09	1.8131057808076e-06	NA	1.2732421875e-09
RNA transport	2.64806772716291	2.03058705328703	NA	2.28035098421411	1.04536256323777e-09	1.8131057808076e-06	NA	1.2732421875e-09
regulation of protein localization	2.64559407969374	2.73232190169561	-1.67549072173077	1.9887824191659	1.04536256323777e-09	6.64354322305229e-10	7.53849069723445e-09	1.2732421875e-09
positive regulation of cell cycle process	2.64544113153423	1.35207939754494	NA	1.96637025596043	1.04536256323777e-09	0.0215911815261232	NA	5.78774217006152e-09
organelle localization	2.6449274029328	2.19093442680319	-1.6365378172605	2.07197951990319	1.04536256323777e-09	6.64354322305229e-10	2.80146521685189e-06	1.2732421875e-09
positive regulation of protein localization to nucleus	2.64299760168603	2.28906373898332	-1.60454865410918	1.83063169263473	1.04536256323777e-09	1.71628730964054e-07	0.0107209641185992	0.000424145135786972
cytoskeleton-dependent cytokinesis	2.64239958427742	1.82048901114641	NA	2.13503319379667	1.04536256323777e-09	0.000260984119710263	NA	1.39042839303481e-07
cytokinesis	2.63587619158987	1.712414333882	NA	2.02611193471892	1.04536256323777e-09	0.0001602666744635	NA	1.70046518618998e-08
positive regulation of transferase activity	2.6323103510948	2.12449203608526	-1.7028214022355	1.55355565837656	1.04536256323777e-09	3.66769415192118e-09	0.000154566113976415	0.000383290288928822
protein stabilization	2.63207860279812	2.28912117481176	-1.73561170100681	1.9898347831405	1.04536256323777e-09	6.64354322305229e-10	8.94105549022803e-05	1.27017866617405e-08
RNA catabolic process	2.63183856147245	2.09191643185917	-1.54136005251178	2.19790114613401	1.04536256323777e-09	1.20229940277545e-09	0.00179112195881648	1.2732421875e-09
negative regulation of immune system process	2.6310872455185	2.56483969724885	-1.71546614161487	1.73797443537295	1.04536256323777e-09	6.64354322305229e-10	2.30920922032286e-06	5.47176236245183e-09
regulation of mitochondrion organization	2.63104274977834	2.58973071870271	-1.52006709098483	1.75146902874826	1.04536256323777e-09	6.64354322305229e-10	0.0140061681351559	0.000606570981972816
regulation of proteolysis involved in protein catabolic process	2.63068565004372	2.5424282861102	-1.54424039845754	1.88591134552766	1.04536256323777e-09	6.64354322305229e-10	0.00239082902672627	2.44245709645546e-07
mitotic cytokinesis	2.62854806729169	1.70280797047464	NA	2.06596247578382	1.04536256323777e-09	0.0022168020243327	NA	2.17770172832927e-06
extrinsic apoptotic signaling pathway	2.62554525914663	2.80918119950955	-1.75876955850601	1.87525792157226	1.04536256323777e-09	6.64354322305229e-10	0.000189296359875627	3.30724488202488e-07
positive regulation of molecular function	2.6252153029933	2.72303907772809	-1.7952721950973	1.82998050095548	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
regulation of transcription elongation by RNA polymerase II	2.6248820306557	1.86222535562399	NA	2.33589064650935	1.04536256323777e-09	0.000619897143719418	NA	1.2732421875e-09
macroautophagy	2.62346162983467	2.64088784203684	-1.76388053671995	1.91560248008692	1.04536256323777e-09	6.64354322305229e-10	9.22293298102101e-07	1.2732421875e-09
regulation of cellular localization	2.62246030030705	2.70325203926744	-1.67700484173286	2.01261822711625	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
nucleus organization	2.62241946618692	1.84345344645369	NA	1.94243812274199	1.04536256323777e-09	0.000174576425320832	NA	3.34593235768503e-06
negative regulation of mitotic cell cycle	2.62148349587509	NA	NA	2.13041186903048	1.04536256323777e-09	NA	NA	1.2732421875e-09
transcription initiation at RNA polymerase II promoter	2.62098371666226	2.19329363964323	NA	2.0955207949741	1.04536256323777e-09	4.13633876243015e-08	NA	1.78683016218931e-08
mRNA transport	2.62031321685601	2.04665363415687	NA	2.31903577928305	1.04536256323777e-09	3.92412637890712e-06	NA	1.2732421875e-09
regulation of response to biotic stimulus	2.62017480132282	2.71760447623596	NA	1.87415929687602	1.04536256323777e-09	6.64354322305229e-10	NA	1.2732421875e-09
endosomal transport	2.61989622571634	2.76985258044528	-1.97567082543883	1.94029677439116	1.04536256323777e-09	6.64354322305229e-10	5.48513092311297e-09	2.6274225642634e-09
establishment of organelle localization	2.61855866535772	2.11123326087569	-1.58518352646916	2.08631236917994	1.04536256323777e-09	6.64354322305229e-10	6.46250074379714e-05	1.2732421875e-09
regulation of protein stability	2.6169327001715	2.49246644407958	-1.63989185855924	2.04538841927602	1.04536256323777e-09	6.64354322305229e-10	6.03901792188561e-05	1.2732421875e-09
signal transduction in response to DNA damage	2.61308088644209	1.74775085758706	NA	1.99074572395852	1.04536256323777e-09	0.000159843097638583	NA	5.49488621219257e-08
regulation of catabolic process	2.61077532299215	2.87148837422719	-1.73230100566024	2.05409326558589	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
protein localization to CENP-A containing chromatin	-2.61068165413992	-2.86633300452623	NA	NA	1.04536256323777e-09	6.64354322305229e-10	NA	NA
regulation of microtubule cytoskeleton organization	2.61062693022514	1.99039899419367	-1.61129402010845	2.0669792201802	1.04536256323777e-09	4.71587197324223e-06	0.00266812317713133	7.87640236683361e-08
autophagy	2.61051009553607	2.84618697254602	-1.8961465891745	1.94592779286662	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
process utilizing autophagic mechanism	2.61051009553607	2.84618697254602	-1.8961465891745	1.94592779286662	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
regulation of nuclear division	2.60937644740793	NA	NA	1.73927011731525	1.04536256323777e-09	NA	NA	0.000368536463977555
cell cycle G1/S phase transition	2.60870902347485	2.07743872745787	NA	2.177031709332	1.04536256323777e-09	1.73230315367386e-08	NA	1.2732421875e-09
positive regulation of mitotic cell cycle phase transition	2.60789525414369	1.47593417017157	NA	2.10600413497837	1.04536256323777e-09	0.0228363699558464	NA	8.60179040581767e-07
regulation of response to cytokine stimulus	2.60553922532582	2.32535841688615	-1.84377826878785	1.87884422985003	1.04536256323777e-09	7.67665777262373e-10	6.03901792188561e-05	4.22883259687244e-06
endosome organization	2.60528699316941	2.42508872646849	-1.82423926795144	1.76304077784016	1.04536256323777e-09	3.01056600859396e-09	0.00100171090054137	0.00150552413500612
viral life cycle	2.60498953455466	2.86587192941034	-1.7588549255278	1.82465119224956	1.04536256323777e-09	6.64354322305229e-10	6.80579118151823e-06	9.43100196770286e-08
positive regulation of innate immune response	2.60259569852763	2.54266377505882	NA	1.8984741991672	1.04536256323777e-09	6.64354322305229e-10	NA	1.2732421875e-09
regulation of binding	2.60224770104271	2.50973362001079	NA	1.84541094435344	1.04536256323777e-09	6.64354322305229e-10	NA	3.63926888152814e-06
endomembrane system organization	2.60074293402169	2.66780976525877	-1.6289012998659	1.73466662908276	1.04536256323777e-09	6.64354322305229e-10	3.30057876691193e-06	1.2732421875e-09
response to UV	2.59866554816759	2.09344659359321	NA	1.97989230421944	1.04536256323777e-09	4.64775499988381e-07	NA	4.92336901748412e-07
establishment of RNA localization	2.5981932017695	1.93692926290022	NA	2.29260654156479	1.04536256323777e-09	1.11441414252263e-05	NA	1.2732421875e-09
regulation of protein ubiquitination	2.59588282505271	2.35167385143232	-1.96399356007643	1.80288219599981	1.04536256323777e-09	6.64354322305229e-10	5.36761706717413e-07	1.25401985630946e-05
regulation of macroautophagy	2.59550295000529	2.46491941243881	-1.58057941379555	1.86173865634688	1.04536256323777e-09	6.64354322305229e-10	0.00588854818882651	2.21834004237336e-06
nucleic acid catabolic process	2.59011502232979	2.13963787600683	-1.64561027667325	2.17755851967707	1.04536256323777e-09	6.64354322305229e-10	0.000116272812871558	1.2732421875e-09
negative regulation of apoptotic signaling pathway	2.5878067939464	2.55585931816567	-1.38407581392163	1.84954113243129	1.04536256323777e-09	6.64354322305229e-10	0.0428424332881732	8.07503105620335e-07
post-translational protein modification	2.58577145438984	2.59322945928099	-1.58342665128029	2.12331491557171	1.04536256323777e-09	6.64354322305229e-10	4.72416121605567e-08	1.2732421875e-09
protein localization to organelle	2.58390005594622	2.09496044091743	-1.58149371350794	2.09880855766622	1.04536256323777e-09	6.64354322305229e-10	4.53472237776149e-08	1.2732421875e-09
cytoplasmic pattern recognition receptor signaling pathway	2.58340029339539	2.29151510389328	-1.39444156185821	1.88259826898098	1.04536256323777e-09	4.01715703746015e-09	0.034604407201273	3.63926888152814e-06
negative regulation of defense response	2.57786103264906	2.60909063836754	-1.53570926846078	1.77650401371858	1.04536256323777e-09	6.64354322305229e-10	0.00701046270506912	4.08629777984775e-06
regulation of extrinsic apoptotic signaling pathway	2.57773259981426	2.62052822204843	-1.75495683795804	1.87651069281067	1.04536256323777e-09	6.64354322305229e-10	0.000646773849549583	6.54370853700668e-06
innate immune response	2.57599320782319	2.67127651231382	-1.50098062633142	1.72963045544333	1.04536256323777e-09	6.64354322305229e-10	5.33586971120573e-05	1.2732421875e-09
negative regulation of transferase activity	2.57464744218172	2.61277167899474	-1.51455698038979	1.60557369403185	1.04536256323777e-09	6.64354322305229e-10	0.0109475428229288	0.00201766582541803
positive regulation of catalytic activity	2.57410931997054	2.70665048130175	-1.86956123386654	1.83694985070369	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
positive regulation of cell cycle	2.57226407930121	1.67724108467722	NA	1.82591245500761	1.04536256323777e-09	7.35703206370285e-05	NA	4.02089403153284e-08
nucleobase-containing compound transport	2.56914407889676	2.17652459448639	NA	2.23598551802523	1.04536256323777e-09	6.64354322305229e-10	NA	1.2732421875e-09
chromosome localization	2.56903913732838	NA	NA	2.02552046117663	1.04536256323777e-09	NA	NA	2.29879488705612e-06
regulation of protein localization to nucleus	2.56736970297163	2.33918285935419	-1.65312064532526	2.0058919532637	1.04536256323777e-09	6.64354322305229e-10	0.00350285407505476	1.26458662770582e-06
regulation of mononuclear cell migration	2.56619500647959	2.44991788244223	-1.90013124832301	1.83387308348164	1.04536256323777e-09	6.64354322305229e-10	0.000101911463563038	6.65757626484122e-05
regulation of defense response	2.56579729969789	2.77794561934623	-1.49560119971051	1.81189883838949	1.04536256323777e-09	6.64354322305229e-10	0.00011877930499818	1.2732421875e-09
regulation of protein serine/threonine kinase activity	2.56574281853417	2.31480129460176	-1.56795257942775	1.62157800164391	1.04536256323777e-09	6.64354322305229e-10	0.0037200157728197	0.000225370587053246
cell cycle G2/M phase transition	2.5618034935261	NA	NA	2.00514122237337	1.04536256323777e-09	NA	NA	4.91910864128565e-07
positive regulation of cellular component organization	2.56003171212833	2.53995641582549	-1.84831441415601	1.96310873852806	1.04536256323777e-09	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
establishment of chromosome localization	2.55976885708194	NA	NA	2.00062869301986	1.04536256323777e-09	NA	NA	2.91870357162649e-06
microtubule polymerization	2.55961559533537	1.66856067493925	-1.64560453266155	1.9913957035421	1.04536256323777e-09	0.00447619634297524	0.00592176803750567	2.05487368768541e-05
